retrodb_id	organism_name	parental_accession	potential_parentals	chromosome	start	end	strand	status	external_id	inside_intron_of	aliases	percent_identity	
retro_hsap_2086	homo_sapiens	ENSG00000137168		2	26385039	26385420	+	KNOWN_PSEUDOGENE	ENSG00000237951			89.76	
retro_hsap_2087	homo_sapiens	ENSG00000134419		2	27678022	27678292	+	KNOWN_PSEUDOGENE	ENSG00000235267	ENSG00000138002		79.79	
retro_hsap_2088	homo_sapiens	ENSG00000122026		2	31514057	31514467	+	KNOWN_PSEUDOGENE	ENSG00000213620			76.81	
retro_hsap_2089	homo_sapiens	ENSG00000107625		2	32427703	32429069	+	KNOWN_PSEUDOGENE	ENSG00000229816	ENSG00000152683		88.29	
retro_hsap_2090	homo_sapiens	ENSG00000113732		2	33827108	33827350	+	KNOWN_PSEUDOGENE	ENSG00000238038			76.83	
retro_hsap_2091	homo_sapiens	ENSG00000135486		2	33861824	33862522	+	KNOWN_PSEUDOGENE	ENSG00000187999			79.83	
retro_hsap_2092	homo_sapiens	ENSG00000023734		2	38044057	38045101	+	KNOWN_PSEUDOGENE	ENSG00000225402			88.03	
retro_hsap_2093	homo_sapiens	ENSG00000147604		2	38458709	38459222	+	KNOWN_PSEUDOGENE	ENSG00000227770	ENSG00000227292		86.55	
retro_hsap_2094	homo_sapiens	ENSG00000111640		2	38512551	38513555	+	KNOWN_PSEUDOGENE	ENSG00000213594			82.54	
retro_hsap_2095	homo_sapiens	ENSG00000089157		2	38708992	38709943	+	KNOWN_PSEUDOGENE	ENSG00000213553	ENSG00000231367		98.11	
retro_hsap_2096	homo_sapiens	ENSG00000135486		2	41383990	41384692	+	KNOWN_PSEUDOGENE	ENSG00000237442			83.47	
retro_hsap_2097	homo_sapiens	ENSG00000134333		2	42046862	42047658	+	KNOWN_PSEUDOGENE	ENSG00000236090			83.96	
retro_hsap_2098	homo_sapiens	ENSG00000110700		2	42697112	42697403	+	KNOWN_PSEUDOGENE	ENSG00000236913	ENSG00000171126		90.72	
retro_hsap_2099	homo_sapiens	ENSG00000197958		2	44497759	44498041	+	KNOWN_PSEUDOGENE	ENSG00000226972			85.11	
retro_hsap_2100	homo_sapiens	ENSG00000163463		2	45223551	45223995	+	KNOWN_PSEUDOGENE	ENSG00000231848			79.87	
retro_hsap_2101	homo_sapiens	ENSG00000147604		2	50105769	50106503	+	KNOWN_PSEUDOGENE	ENSG00000234253			85.94	
retro_hsap_2102	homo_sapiens	ENSG00000105662		2	52797785	52799454	+	KNOWN_PSEUDOGENE	ENSG00000204993			80.28	
retro_hsap_2103	homo_sapiens	ENSG00000189403		2	54278345	54278845	+	KNOWN_PSEUDOGENE	ENSG00000233266	ENSG00000170634		83.14	
retro_hsap_2104	homo_sapiens	ENSG00000155621		2	54711919	54712269	+	NOVEL		ENSG00000115306		78.81	
retro_hsap_2105	homo_sapiens	ENSG00000196262		2	56977509	56977828	+	KNOWN_PSEUDOGENE	ENSG00000231570			67.89	
retro_hsap_2106	homo_sapiens	ENSG00000175390		2	58478565	58479657	+	KNOWN_PSEUDOGENE	ENSG00000233426			96.7	
retro_hsap_2107	homo_sapiens	ENSG00000164167		2	59742022	59742261	+	KNOWN_PSEUDOGENE	ENSG00000270447	ENSG00000233891		67.9	
retro_hsap_2108	homo_sapiens	ENSG00000161970	ENSG00000037241	2	60938618	60939052	+	KNOWN_PSEUDOGENE	ENSG00000213495			83.56	
retro_hsap_2109	homo_sapiens	ENSG00000122026		2	61079394	61079660	+	KNOWN_PSEUDOGENE	ENSG00000237024	ENSG00000228414		82.61	
retro_hsap_2110	homo_sapiens	ENSG00000185808		2	62398034	62398331	+	KNOWN_PSEUDOGENE	ENSG00000271657			66.34	
retro_hsap_2111	homo_sapiens	ENSG00000008988		2	63167097	63167420	+	KNOWN_PSEUDOGENE	ENSG00000237162	ENSG00000115504		77.06	
retro_hsap_2112	homo_sapiens	ENSG00000131469		2	63911439	63911846	+	KNOWN_PSEUDOGENE	ENSG00000234488	ENSG00000143951		88.32	
retro_hsap_2113	homo_sapiens	ENSG00000124614		2	64892948	64893200	+	KNOWN_PSEUDOGENE	ENSG00000227791	ENSG00000179833		89.29	
retro_hsap_2114	homo_sapiens	ENSG00000165637		2	65432242	65433121	+	KNOWN_PSEUDOGENE	ENSG00000172974			99.66	
retro_hsap_2115	homo_sapiens	ENSG00000111057		2	65893602	65894495	+	KNOWN_PSEUDOGENE	ENSG00000214533	ENSG00000204929		83.33	
retro_hsap_2116	homo_sapiens	ENSG00000198830		2	71030288	71030555	+	KNOWN_PSEUDOGENE	ENSG00000228034			85.56	
retro_hsap_2117	homo_sapiens	ENSG00000134419		2	72515912	72516134	+	KNOWN_PSEUDOGENE	ENSG00000228568	ENSG00000144036		82.43	
retro_hsap_2118	homo_sapiens	ENSG00000100387		2	82836775	82837101	+	KNOWN_PSEUDOGENE	ENSG00000226860			70	
retro_hsap_2119	homo_sapiens	ENSG00000228716		2	83083949	83084260	+	KNOWN_PSEUDOGENE	ENSG00000168129			81.9	
retro_hsap_2120	homo_sapiens	ENSG00000145592		2	83822079	83822367	+	KNOWN_PSEUDOGENE	ENSG00000224627			63.92	
retro_hsap_2121	homo_sapiens	ENSG00000176390		2	84258564	84259244	+	KNOWN_PSEUDOGENE	ENSG00000228225			64.47	
retro_hsap_2122	homo_sapiens	ENSG00000165775	ENSG00000268109	2	84517827	84518395	+	KNOWN_PSEUDOGENE	ENSG00000182814			90.53	
retro_hsap_2123	homo_sapiens	ENSG00000197958		2	85101731	85102208	+	KNOWN_PSEUDOGENE	ENSG00000213400	ENSG00000186854		77.25	
retro_hsap_2124	homo_sapiens	ENSG00000140988		2	85142909	85143786	+	KNOWN_PSEUDOGENE	ENSG00000213399			95.93	
retro_hsap_2125	homo_sapiens	ENSG00000239779		2	88272174	88272582	+	KNOWN_PSEUDOGENE	ENSG00000233205	ENSG00000185304		97.79	
retro_hsap_2126	homo_sapiens	ENSG00000133627		2	92128866	92129834	+	KNOWN_PSEUDOGENE	ENSG00000226481		ACTR3BP2, FKSG73	76.52	
retro_hsap_2127	homo_sapiens	ENSG00000064666		2	95403096	95403984	+	KNOWN_PSEUDOGENE	ENSG00000213355			79.08	
retro_hsap_2128	homo_sapiens	ENSG00000110955		2	98822632	98824129	+	KNOWN_PSEUDOGENE	ENSG00000231635	ENSG00000168658		71.49	
retro_hsap_2129	homo_sapiens	ENSG00000017797		2	101041811	101043123	+	KNOWN_PSEUDOGENE	ENSG00000238029			84.55	
retro_hsap_2130	homo_sapiens	ENSG00000128989		2	101125738	101126074	+	KNOWN_PSEUDOGENE	ENSG00000204637			88.39	
retro_hsap_2131	homo_sapiens	ENSG00000214413		2	101684839	101685118	+	KNOWN_PSEUDOGENE	ENSG00000271532	ENSG00000204634		76.34	
retro_hsap_2132	homo_sapiens	ENSG00000204370		2	101992058	101992517	+	KNOWN_PSEUDOGENE	ENSG00000226058	ENSG00000175874		71.24	
retro_hsap_2133	homo_sapiens	ENSG00000176390		2	104110820	104111696	+	KNOWN_PSEUDOGENE	ENSG00000236596			81.63	
retro_hsap_2134	homo_sapiens	ENSG00000198242		2	105294836	105295130	+	KNOWN_PSEUDOGENE	ENSG00000225669			64.71	
retro_hsap_2135	homo_sapiens	ENSG00000269411	ENSG00000029993	2	105387951	105388275	+	KNOWN_PSEUDOGENE	ENSG00000213301			87.96	
retro_hsap_2136	homo_sapiens	ENSG00000116251		2	106863872	106864196	+	KNOWN_PSEUDOGENE	ENSG00000213295			89.81	
retro_hsap_2137	homo_sapiens	ENSG00000196821		2	106961021	106961822	+	KNOWN_PSEUDOGENE	ENSG00000227513			76.75	
retro_hsap_2138	homo_sapiens	ENSG00000116251		2	108531365	108531748	+	KNOWN_PSEUDOGENE	ENSG00000237745			85.27	
retro_hsap_2139	homo_sapiens	ENSG00000143977		2	109867877	109868102	+	KNOWN_PSEUDOGENE	ENSG00000228551	ENSG00000172985		92.11	
retro_hsap_2140	homo_sapiens	ENSG00000112081		2	110490307	110490756	+	KNOWN_PSEUDOGENE	ENSG00000233307			80.79	
retro_hsap_2141	homo_sapiens	ENSG00000138107		2	110941632	110942241	+	KNOWN_PSEUDOGENE	ENSG00000233370	ENSG00000144061		81.77	
retro_hsap_2142	homo_sapiens	ENSG00000116251		2	111391523	111391907	+	KNOWN_PSEUDOGENE	ENSG00000216867			82.31	
retro_hsap_2143	homo_sapiens	ENSG00000122406		2	111725410	111726148	+	KNOWN_PSEUDOGENE	ENSG00000236330	ENSG00000153093		87.8	
retro_hsap_2144	homo_sapiens	ENSG00000007168		2	112141615	112142566	+	KNOWN_PSEUDOGENE	ENSG00000223973	ENSG00000172965		85.58	
retro_hsap_2145	homo_sapiens	ENSG00000109475		2	112432602	112432914	+	KNOWN_PSEUDOGENE	ENSG00000237583			66.04	
retro_hsap_2146	homo_sapiens	ENSG00000166451		2	112501689	112502239	+	KNOWN_PSEUDOGENE	ENSG00000228615			67.91	
retro_hsap_2147	homo_sapiens	ENSG00000132964		2	113690201	113691011	+	KNOWN_PSEUDOGENE	ENSG00000227368			75.9	
retro_hsap_2148	homo_sapiens	ENSG00000131876		2	114415484	114416249	+	KNOWN_PSEUDOGENE	ENSG00000144158			97.65	
retro_hsap_2149	homo_sapiens	ENSG00000265681		2	120457353	120457730	+	KNOWN_PSEUDOGENE	ENSG00000229326			82.81	
retro_hsap_2150	homo_sapiens	ENSG00000182774	ENSG00000184779	2	122067695	122067992	+	KNOWN_PSEUDOGENE	ENSG00000232723			75.76	
retro_hsap_2151	homo_sapiens	ENSG00000232112		2	128563186	128563365	+	NOVEL		ENSG00000136709		67.19	
retro_hsap_2152	homo_sapiens	ENSG00000165169		2	128957556	128957769	+	KNOWN_PSEUDOGENE	ENSG00000229758			92.96	
retro_hsap_2153	homo_sapiens	ENSG00000122026		2	128975161	128975481	+	KNOWN_PSEUDOGENE	ENSG00000238180			85.19	
retro_hsap_2154	homo_sapiens	ENSG00000196262		2	130253869	130254358	+	KNOWN_PSEUDOGENE	ENSG00000233428			86.5	
retro_hsap_2155	homo_sapiens	ENSG00000157216		2	130750813	130751610	+	KNOWN_PSEUDOGENE	ENSG00000217289	ENSG00000180178		93.33	
retro_hsap_2156	homo_sapiens	ENSG00000165895		2	130765059	130766696	+	KNOWN_PSEUDOGENE	ENSG00000231147	ENSG00000180178		90.05	
retro_hsap_2157	homo_sapiens	ENSG00000108298		2	131051401	131051959	+	KNOWN_PSEUDOGENE	ENSG00000226915			81.91	
retro_hsap_2158	homo_sapiens	ENSG00000119729		2	132218571	132219187	+	KNOWN_PSEUDOGENE	ENSG00000232742			94.17	
retro_hsap_2159	homo_sapiens	ENSG00000004897		2	133018760	133020667	+	KNOWN_PSEUDOGENE	ENSG00000233786			90.48	
retro_hsap_2160	homo_sapiens	ENSG00000174748		2	139036263	139036780	+	KNOWN_PSEUDOGENE	ENSG00000233045			87.86	
retro_hsap_2161	homo_sapiens	ENSG00000067064		2	139064987	139065543	+	KNOWN_PSEUDOGENE	ENSG00000237939			88.71	
retro_hsap_2162	homo_sapiens	ENSG00000233813	ENSG00000223775,ENSG00000203624,ENSG00000226111,ENSG00000229861,ENSG00000204568,ENSG00000227420	2	140426103	140426876	+	KNOWN_PSEUDOGENE	ENSG00000235232			71.65	
retro_hsap_2163	homo_sapiens	ENSG00000180979		2	141655991	141656660	+	KNOWN_PSEUDOGENE	ENSG00000238065	ENSG00000168702		67.98	
retro_hsap_2164	homo_sapiens	ENSG00000089009		2	146095199	146095625	+	KNOWN_PSEUDOGENE	ENSG00000214064			54.42	
retro_hsap_2165	homo_sapiens	ENSG00000161970		2	148567914	148568346	+	KNOWN_PSEUDOGENE	ENSG00000229143			70.83	
retro_hsap_2166	homo_sapiens	ENSG00000137414		2	150176996	150177952	+	KNOWN_PSEUDOGENE	ENSG00000224337			78.64	
retro_hsap_2167	homo_sapiens	ENSG00000164687		2	152042706	152043042	+	KNOWN_PSEUDOGENE	ENSG00000213201			91.96	
retro_hsap_2168	homo_sapiens	ENSG00000090273		2	153246389	153247146	+	KNOWN_PSEUDOGENE	ENSG00000213197	ENSG00000157827		81.78	
retro_hsap_2169	homo_sapiens	ENSG00000198242		2	154227225	154227578	+	KNOWN_PSEUDOGENE	ENSG00000214024			69.75	
retro_hsap_2170	homo_sapiens	ENSG00000167085		2	155143148	155143568	+	KNOWN_PSEUDOGENE	ENSG00000230251	ENSG00000144278		79.29	
retro_hsap_2171	homo_sapiens	ENSG00000112245		2	158922056	158922518	+	KNOWN_PSEUDOGENE	ENSG00000231158	ENSG00000007001		81.53	
retro_hsap_2172	homo_sapiens	ENSG00000260501	ENSG00000148303	2	159404936	159405733	+	KNOWN_PSEUDOGENE	ENSG00000227331	ENSG00000144283		72.99	
retro_hsap_2173	homo_sapiens	ENSG00000134717		2	159860356	159860831	+	KNOWN_PSEUDOGENE	ENSG00000213189	ENSG00000115183		96.23	
retro_hsap_2174	homo_sapiens	ENSG00000111057		2	162436733	162437857	+	KNOWN_PSEUDOGENE	ENSG00000235716	ENSG00000272401		73.95	
retro_hsap_2175	homo_sapiens	ENSG00000244687		2	169971689	169972045	+	KNOWN_PSEUDOGENE	ENSG00000235995			82.5	
retro_hsap_2176	homo_sapiens	ENSG00000125977		2	171608716	171609295	+	KNOWN_PSEUDOGENE	ENSG00000128692	ENSG00000234350		96.89	
retro_hsap_2177	homo_sapiens	ENSG00000120686		2	172349417	172349629	+	KNOWN_PSEUDOGENE	ENSG00000234061			76.39	
retro_hsap_2178	homo_sapiens	ENSG00000122026		2	172443609	172444081	+	KNOWN_PSEUDOGENE	ENSG00000233934			82.91	
retro_hsap_2179	homo_sapiens	ENSG00000106399		2	175366679	175367040	+	KNOWN_PSEUDOGENE	ENSG00000179997			86.18	
retro_hsap_2180	homo_sapiens	ENSG00000132475	ENSG00000163041	2	175584635	175585043	+	KNOWN_PSEUDOGENE	ENSG00000235655	ENSG00000236449	H3F3AP4, p13	100	
retro_hsap_2181	homo_sapiens	ENSG00000134419		2	176048942	176049332	+	KNOWN_PSEUDOGENE	ENSG00000233131			84.09	
retro_hsap_2182	homo_sapiens	ENSG00000204370		2	178882719	178883189	+	KNOWN_PSEUDOGENE	ENSG00000229744	ENSG00000128655		68.12	
retro_hsap_2183	homo_sapiens	ENSG00000090273		2	179319625	179320152	+	KNOWN_PSEUDOGENE	ENSG00000238082	ENSG00000204311		90.96	
retro_hsap_2184	homo_sapiens	ENSG00000137154		2	179866844	179867481	+	KNOWN_PSEUDOGENE	ENSG00000231541	ENSG00000163492		65.42	
retro_hsap_2185	homo_sapiens	ENSG00000141759		2	180678977	180679399	+	KNOWN_PSEUDOGENE	ENSG00000213126	ENSG00000144331		78.32	
retro_hsap_2186	homo_sapiens	ENSG00000150459		2	182559150	182559624	+	KNOWN_PSEUDOGENE	ENSG00000223873			86.16	
retro_hsap_2187	homo_sapiens	ENSG00000131914		2	184125369	184125991	+	KNOWN_PSEUDOGENE	ENSG00000213120			90.48	
retro_hsap_2188	homo_sapiens	ENSG00000118579		2	187229324	187229857	+	KNOWN_PSEUDOGENE	ENSG00000227692			73.74	
retro_hsap_2189	homo_sapiens	ENSG00000100380		2	188690067	188690795	+	KNOWN_PSEUDOGENE	ENSG00000235616	ENSG00000231689		89.34	
retro_hsap_2190	homo_sapiens	ENSG00000152242		2	189092121	189093106	+	KNOWN_PSEUDOGENE	ENSG00000213115	ENSG00000231689		83.93	
retro_hsap_2191	homo_sapiens	ENSG00000100522		2	190687019	190687556	+	NOVEL		ENSG00000064933		92.22	
retro_hsap_2192	homo_sapiens	ENSG00000189403		2	192038958	192039564	+	KNOWN_PSEUDOGENE	ENSG00000230611			71.9	
retro_hsap_2193	homo_sapiens	ENSG00000113558		2	194892642	194892982	+	KNOWN_PSEUDOGENE	ENSG00000224670			66.67	
retro_hsap_2194	homo_sapiens	ENSG00000170144		2	197879927	197880681	+	KNOWN_PSEUDOGENE	ENSG00000225636	ENSG00000065413		80.24	
retro_hsap_2195	homo_sapiens	ENSG00000135390		2	198127777	198128256	+	KNOWN_PSEUDOGENE	ENSG00000230482	ENSG00000065413		81.99	
retro_hsap_2196	homo_sapiens	ENSG00000086475		2	200524593	200525444	+	KNOWN_PSEUDOGENE	ENSG00000213938			92.28	
retro_hsap_2197	homo_sapiens	ENSG00000135486		2	201927811	201928771	+	KNOWN_PSEUDOGENE	ENSG00000225695	ENSG00000155744		95	
retro_hsap_2198	homo_sapiens	ENSG00000140988		2	202627843	202628296	+	KNOWN_PSEUDOGENE	ENSG00000230799	ENSG00000003393		84.11	
retro_hsap_2199	homo_sapiens	ENSG00000106588		2	203044017	203044624	+	KNOWN_PSEUDOGENE	ENSG00000227890	ENSG00000182329		88.78	
retro_hsap_2200	homo_sapiens	ENSG00000142541		2	203385194	203385712	+	KNOWN_PSEUDOGENE	ENSG00000236047	ENSG00000204217		70.69	
retro_hsap_2201	homo_sapiens	ENSG00000146223		2	203904830	203905469	+	KNOWN_PSEUDOGENE	ENSG00000232994	ENSG00000144426		85.45	
retro_hsap_2202	homo_sapiens	ENSG00000197958		2	204055502	204055997	+	KNOWN_PSEUDOGENE	ENSG00000204196	ENSG00000144426		99.39	
retro_hsap_2203	homo_sapiens	ENSG00000196262		2	206813814	206814155	+	KNOWN_PSEUDOGENE	ENSG00000213739			73.91	
retro_hsap_2204	homo_sapiens	ENSG00000131469		2	206905155	206905566	+	KNOWN_PSEUDOGENE	ENSG00000237041	ENSG00000114933		76.64	
retro_hsap_2205	homo_sapiens	ENSG00000173457		2	208546313	208546754	+	KNOWN_PSEUDOGENE	ENSG00000213082			92.62	
retro_hsap_2206	homo_sapiens	ENSG00000089009		2	210953173	210953782	+	KNOWN_PSEUDOGENE	ENSG00000231063	ENSG00000144445		66.18	
retro_hsap_2207	homo_sapiens	ENSG00000132635		2	213696857	213697649	+	KNOWN_PSEUDOGENE	ENSG00000231254	ENSG00000236193		63.16	
retro_hsap_2208	homo_sapiens	ENSG00000143420		2	215562453	215562740	+	KNOWN_PSEUDOGENE	ENSG00000177261			75.26	
retro_hsap_2209	homo_sapiens	ENSG00000108298		2	219218797	219219295	+	KNOWN_PSEUDOGENE	ENSG00000230580	ENSG00000237281		85.71	
retro_hsap_2210	homo_sapiens	ENSG00000198242		2	219706327	219706785	+	KNOWN_PSEUDOGENE	ENSG00000232625			73.55	
retro_hsap_2211	homo_sapiens	ENSG00000125691		2	220562673	220562933	+	KNOWN_PSEUDOGENE	ENSG00000223903	ENSG00000227308		69.32	
retro_hsap_2212	homo_sapiens	ENSG00000205544		2	222397391	222397586	+	KNOWN_PSEUDOGENE	ENSG00000226726	ENSG00000116106		67.69	
retro_hsap_2213	homo_sapiens	ENSG00000125691		2	222457169	222457580	+	KNOWN_PSEUDOGENE	ENSG00000230406			79.56	
retro_hsap_2214	homo_sapiens	ENSG00000113013		2	222826838	222828484	+	KNOWN_PSEUDOGENE	ENSG00000226666			93.68	
retro_hsap_2215	homo_sapiens	ENSG00000071082		2	223591175	223591550	+	KNOWN_PSEUDOGENE	ENSG00000235225			91.2	
retro_hsap_2216	homo_sapiens	ENSG00000108788		2	224569343	224570008	+	KNOWN_PSEUDOGENE	ENSG00000226539			77.09	
retro_hsap_2217	homo_sapiens	ENSG00000143947		2	225160169	225160412	+	KNOWN_PSEUDOGENE	ENSG00000228681			70.93	
retro_hsap_2218	homo_sapiens	ENSG00000129235		2	230566509	230566865	+	KNOWN_PSEUDOGENE	ENSG00000235993	ENSG00000187957		62.9	
retro_hsap_2219	homo_sapiens	ENSG00000189403		2	231379737	231380163	+	KNOWN_PSEUDOGENE	ENSG00000250011	ENSG00000067066		84.51	
retro_hsap_2220	homo_sapiens	ENSG00000233927		2	232120809	232121016	+	KNOWN_PSEUDOGENE	ENSG00000237039	ENSG00000135931		100	
retro_hsap_2221	homo_sapiens	ENSG00000122026		2	232424613	232424975	+	KNOWN_PSEUDOGENE	ENSG00000231494			82.93	
retro_hsap_2222	homo_sapiens	ENSG00000198242		2	232450574	232451026	+	KNOWN_PSEUDOGENE	ENSG00000228884			81.05	
retro_hsap_2223	homo_sapiens	ENSG00000008988		2	235238140	235238479	+	KNOWN_PSEUDOGENE	ENSG00000237784			87.61	
retro_hsap_2224	homo_sapiens	ENSG00000167977		2	242417739	242418405	+	KNOWN_PSEUDOGENE	ENSG00000224232	ENSG00000006607		74.34	
retro_hsap_2225	homo_sapiens	ENSG00000111640		2	3735719	3736571	-	KNOWN_PSEUDOGENE	ENSG00000232718	ENSG00000151360		69.55	
retro_hsap_2226	homo_sapiens	ENSG00000181163		2	4562170	4562646	-	KNOWN_PSEUDOGENE	ENSG00000231821			85	
retro_hsap_2227	homo_sapiens	ENSG00000111328		2	7464881	7465193	-	KNOWN_PSEUDOGENE	ENSG00000213774			83.96	
retro_hsap_2228	homo_sapiens	ENSG00000189403		2	9158653	9159028	-	KNOWN_PSEUDOGENE	ENSG00000230886			64.62	
retro_hsap_2229	homo_sapiens	ENSG00000156482		2	9221526	9221810	-	KNOWN_PSEUDOGENE	ENSG00000223640			82.47	
retro_hsap_2230	homo_sapiens	ENSG00000105193		2	20355381	20355818	-	KNOWN_PSEUDOGENE	ENSG00000213729			75.51	
retro_hsap_2231	homo_sapiens	ENSG00000185721		2	20440079	20440752	-	KNOWN_PSEUDOGENE	ENSG00000235411			91.19	
retro_hsap_2232	homo_sapiens	ENSG00000164182		2	20729229	20729736	-	NOVEL				95.86	
retro_hsap_2233	homo_sapiens	ENSG00000262088	ENSG00000118181	2	20806082	20806414	-	KNOWN_PSEUDOGENE	ENSG00000233416	ENSG00000118960		77.68	
retro_hsap_2234	homo_sapiens	ENSG00000133112		2	21421388	21421768	-	KNOWN_PSEUDOGENE	ENSG00000271629			50.38	
retro_hsap_2235	homo_sapiens	ENSG00000171314		2	24095137	24095884	-	KNOWN_PSEUDOGENE	ENSG00000224464	ENSG00000119778		79.68	
retro_hsap_2236	homo_sapiens	ENSG00000136143		2	25303466	25304200	-	KNOWN_PSEUDOGENE	ENSG00000229593	ENSG00000084710		84.46	
retro_hsap_2237	homo_sapiens	ENSG00000143549		2	26032796	26033227	-	KNOWN_PSEUDOGENE	ENSG00000187536	ENSG00000143970		85.03	
retro_hsap_2238	homo_sapiens	ENSG00000065518		2	26109835	26110103	-	KNOWN_PSEUDOGENE	ENSG00000217718			75.56	
retro_hsap_2239	homo_sapiens	ENSG00000145592		2	26901092	26901335	-	KNOWN_PSEUDOGENE	ENSG00000225024			79.01	
retro_hsap_2240	homo_sapiens	ENSG00000167996		2	27615919	27616234	-	KNOWN_PSEUDOGENE	ENSG00000213453	ENSG00000115241		87.62	
retro_hsap_2241	homo_sapiens	ENSG00000143977		2	28683003	28683224	-	KNOWN_PSEUDOGENE	ENSG00000242915	ENSG00000163803		82.67	
retro_hsap_2242	homo_sapiens	ENSG00000111057		2	32047738	32048505	-	KNOWN_PSEUDOGENE	ENSG00000237007			84.44	
retro_hsap_2243	homo_sapiens	ENSG00000005022		2	34064851	34065745	-	KNOWN_PSEUDOGENE	ENSG00000235064	ENSG00000203386		88.59	
retro_hsap_2244	homo_sapiens	ENSG00000214046		2	35444445	35444670	-	KNOWN_PSEUDOGENE	ENSG00000196085			85.33	
retro_hsap_2245	homo_sapiens	ENSG00000122026		2	36526548	36526910	-	KNOWN_PSEUDOGENE	ENSG00000233752			82.93	
retro_hsap_2246	homo_sapiens	ENSG00000071082		2	37421522	37421880	-	KNOWN_PSEUDOGENE	ENSG00000233159	ENSG00000138068		80.17	
retro_hsap_2247	homo_sapiens	ENSG00000130707		2	39037663	39038582	-	KNOWN_PSEUDOGENE	ENSG00000223922	ENSG00000163214		77.92	
retro_hsap_2248	homo_sapiens	ENSG00000115541		2	39325292	39325586	-	KNOWN_PSEUDOGENE	ENSG00000225900	ENSG00000115904		65.71	
retro_hsap_2249	homo_sapiens	ENSG00000112306		2	42077345	42077741	-	KNOWN_PSEUDOGENE	ENSG00000236533			91.67	
retro_hsap_2250	homo_sapiens	ENSG00000213585		2	42690688	42691137	-	KNOWN_PSEUDOGENE	ENSG00000232526	ENSG00000171126		71.61	
retro_hsap_2251	homo_sapiens	ENSG00000214114		2	42907227	42907406	-	KNOWN_PSEUDOGENE	ENSG00000226523	ENSG00000057935		70.49	
retro_hsap_2252	homo_sapiens	ENSG00000110172		2	43053464	43054013	-	KNOWN_PSEUDOGENE	ENSG00000232202			90.22	
retro_hsap_2253	homo_sapiens	ENSG00000161970	ENSG00000037241	2	46231083	46231518	-	KNOWN_PSEUDOGENE	ENSG00000233829	ENSG00000171132		73.47	
retro_hsap_2254	homo_sapiens	ENSG00000105640		2	47917857	47918385	-	KNOWN_PSEUDOGENE	ENSG00000230979			97.16	
retro_hsap_2255	homo_sapiens	ENSG00000196262		2	48166875	48167354	-	KNOWN_PSEUDOGENE	ENSG00000226473			76.36	
retro_hsap_2256	homo_sapiens	ENSG00000133112		2	48860056	48860356	-	KNOWN_PSEUDOGENE	ENSG00000239995	ENSG00000242441		76.92	
retro_hsap_2257	homo_sapiens	ENSG00000160799		2	52154022	52154458	-	KNOWN_PSEUDOGENE	ENSG00000226366	ENSG00000231918		71.14	
retro_hsap_2258	homo_sapiens	ENSG00000122026		2	54256623	54257003	-	KNOWN_PSEUDOGENE	ENSG00000235937	ENSG00000170634		78.91	
retro_hsap_2259	homo_sapiens	ENSG00000145741		2	55662287	55662810	-	KNOWN_PSEUDOGENE	ENSG00000233594			80.22	
retro_hsap_2260	homo_sapiens	ENSG00000125977		2	57275921	57276471	-	KNOWN_PSEUDOGENE	ENSG00000271115			65.78	
retro_hsap_2261	homo_sapiens	ENSG00000132963		2	57656682	57656937	-	KNOWN_PSEUDOGENE	ENSG00000270569			71.76	
retro_hsap_2262	homo_sapiens	ENSG00000113141		2	58688080	58689123	-	KNOWN_PSEUDOGENE	ENSG00000231043	ENSG00000233723		92.84	
retro_hsap_2263	homo_sapiens	ENSG00000069849		2	60962027	60962672	-	KNOWN_PSEUDOGENE	ENSG00000271707			93.49	
retro_hsap_2264	homo_sapiens	ENSG00000112306		2	61165336	61165738	-	KNOWN_PSEUDOGENE	ENSG00000232713			84.44	
retro_hsap_2265	homo_sapiens	ENSG00000145592		2	62734679	62734882	-	KNOWN_PSEUDOGENE	ENSG00000233702	ENSG00000186889		72.86	
retro_hsap_2266	homo_sapiens	ENSG00000122026		2	62759715	62760194	-	KNOWN_PSEUDOGENE	ENSG00000229503			93.79	
retro_hsap_2267	homo_sapiens	ENSG00000135069		2	62779690	62780369	-	KNOWN_PSEUDOGENE	ENSG00000232144			64.96	
retro_hsap_2268	homo_sapiens	ENSG00000137876		2	62788080	62788558	-	KNOWN_PSEUDOGENE	ENSG00000230595			84.05	
retro_hsap_2269	homo_sapiens	ENSG00000169230		2	63849311	63849965	-	KNOWN_PSEUDOGENE	ENSG00000228305	ENSG00000143951		96.8	
retro_hsap_2270	homo_sapiens	ENSG00000198034		2	63870402	63871171	-	KNOWN_PSEUDOGENE	ENSG00000229920	ENSG00000143951		80.99	
retro_hsap_2271	homo_sapiens	ENSG00000198242		2	64574402	64574873	-	KNOWN_PSEUDOGENE	ENSG00000236148			89.17	
retro_hsap_2272	homo_sapiens	ENSG00000142676		2	65187231	65187649	-	KNOWN_PSEUDOGENE	ENSG00000227394			75.18	
retro_hsap_2273	homo_sapiens	ENSG00000148719		2	65727849	65728466	-	KNOWN_PSEUDOGENE	ENSG00000237979	ENSG00000204929		76.3	
retro_hsap_2274	homo_sapiens	ENSG00000241343	ENSG00000269315	2	69821875	69822217	-	KNOWN_PSEUDOGENE	ENSG00000232228	ENSG00000115977		78.26	
